UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure_Probability,Risk_Score,Risk_Level,Predicted_Failure_Type,Failure_Type_Probability,TWF_Probability,HDF_Probability,PWF_Probability,OSF_Probability,Key_Risk_Factor,Recommended_Action
9004,L56183,L,297.1,307.9,1342,49.1,179,0,0.00045622044,0.045622043,Low,Normal,0.0003141018,0.00010065553,9.080144e-05,0.0003141018,6.608371e-05,No Major Risk Factor,정상 모니터링
9005,M23864,M,297.1,307.8,1538,34.3,181,0,0.001284934,0.1284934,Low,Normal,0.0008944562,0.00044346653,2.5196161e-05,0.0008944562,1.7669732e-05,No Major Risk Factor,정상 모니터링
9006,L56185,L,297.2,307.9,1337,58.1,184,0,0.004971575,0.4971575,Low,Normal,0.0025541466,5.5277458e-05,0.00013345729,0.0003637109,0.0025541466,High Torque,정상 모니터링
9007,L56186,L,297.3,307.9,1417,41.8,186,0,0.0035177474,0.35177475,Low,Normal,0.0014661205,0.0014661205,2.7101278e-05,0.00045384976,2.3427172e-05,No Major Risk Factor,정상 모니터링
9008,L56187,L,297.4,308.0,1383,46.2,188,0,0.009048652,0.9048652,Low,Normal,0.00035881237,0.00035881237,2.1446176e-05,0.0003317521,2.8917062e-05,No Major Risk Factor,정상 모니터링
9009,M23868,M,297.4,308.0,1440,42.4,190,0,0.0012507823,0.12507823,Low,Normal,0.0005358898,0.00012624914,2.552858e-05,0.0005358898,1.9371424e-05,No Major Risk Factor,정상 모니터링
9010,L56189,L,297.3,307.9,1579,34.4,193,0,0.0008058648,0.08058648,Low,Normal,0.00086384197,0.00086384197,2.7101278e-05,0.00028299322,2.414165e-05,No Major Risk Factor,정상 모니터링
9011,L56190,L,297.2,307.9,1441,40.0,195,0,0.008452258,0.8452258,Low,Normal,0.0004308133,0.0004308133,2.7101278e-05,0.00025302777,2.414165e-05,High Tool Wear,정상 모니터링
9012,M23871,M,297.2,307.9,1530,35.9,197,0,0.001725515,0.1725515,Low,Normal,0.00088990066,0.00088990066,3.089183e-05,0.00050007197,1.9371424e-05,High Tool Wear,정상 모니터링
9013,L56192,L,297.2,308.0,1705,26.0,200,0,0.0022155463,0.22155464,Low,Normal,0.021941233,0.021941233,2.343374e-05,0.00028788342,2.5037165e-05,High Tool Wear,정상 모니터링
9014,H38427,H,297.2,308.0,1435,43.0,202,0,0.0026820414,0.26820415,Low,Normal,0.008746947,0.008746947,2.5054527e-05,0.00032491813,2.2332526e-05,High Tool Wear,정상 모니터링
9015,M23874,M,297.2,308.1,1340,61.3,207,1,0.99641836,99.64184,Critical,OSF,0.99934393,0.11597532,0.000122416,0.0002758729,0.99934393,High Tool Wear / High Torque + High Tool Wear,즉시 점검: Torque 및 Tool Wear 동시 고위험
9016,L56195,L,297.2,308.1,1431,49.7,210,1,0.05647254,5.647254,Low,Normal,0.0019855003,0.0019855003,3.1069987e-05,0.00018581994,0.00043690376,High Tool Wear,정상 모니터링
9017,L56196,L,297.3,308.2,1396,52.7,212,1,0.9948866,99.488655,Critical,OSF,0.9998716,0.002650743,3.0712326e-05,0.0002153291,0.9998716,High Tool Wear / High Torque + High Tool Wear,즉시 점검: Torque 및 Tool Wear 동시 고위험
9018,M23877,M,297.3,308.1,1369,52.0,214,0,0.01588034,1.588034,Low,Normal,0.03098661,0.020442633,0.00028552883,0.00029495658,0.03098661,High Tool Wear / High Torque + High Tool Wear,정상 모니터링
9019,L56198,L,297.3,308.1,1615,35.4,217,1,0.95300364,95.30036,Critical,TWF,0.99583375,0.99583375,3.1465643e-05,0.00019237676,5.8471644e-05,High Tool Wear,즉시 점검: Tool Wear 과다
9020,L56199,L,297.2,308.1,1662,31.3,0,0,0.00025698292,0.025698293,Low,Normal,0.00027168018,5.985664e-05,3.3697062e-05,0.00027168018,2.2070013e-05,No Major Risk Factor,정상 모니터링
9021,L56200,L,297.3,308.2,1553,33.5,2,0,0.00038939575,0.038939573,Low,Normal,0.00036686118,0.0001760745,3.3697062e-05,0.00036686118,2.2070013e-05,No Major Risk Factor,정상 모니터링
9022,M23881,M,297.4,308.2,1536,34.6,4,0,0.0001583847,0.01583847,Low,Normal,0.00046448462,0.00010484148,3.4836183e-05,0.00046448462,1.7669732e-05,No Major Risk Factor,정상 모니터링
9023,L56202,L,297.4,308.3,1548,46.6,7,0,0.00019379769,0.019379769,Low,Normal,0.00015338855,1.4769895e-05,3.1266994e-05,0.00015338855,2.212493e-05,No Major Risk Factor,정상 모니터링
9024,L56203,L,297.4,308.3,1706,30.9,9,0,0.00025043543,0.025043543,Low,Normal,0.00015338855,8.194589e-05,3.3697062e-05,0.00015338855,2.2070013e-05,High RPM,정상 모니터링
9025,L56204,L,297.4,308.3,1366,45.5,11,0,0.0051397914,0.51397914,Low,Normal,0.0001898068,4.7010628e-05,0.0001898068,0.0001205281,2.0693717e-05,No Major Risk Factor,정상 모니터링
9026,L56205,L,297.5,308.4,1440,35.9,13,0,0.0009321691,0.09321691,Low,Normal,0.00016038088,0.00016038088,3.3697062e-05,0.00014362848,2.2070013e-05,No Major Risk Factor,정상 모니터링
9027,M23886,M,297.5,308.4,1685,28.1,15,0,0.00032789144,0.032789145,Low,Normal,0.0002729222,0.00012817759,3.4836183e-05,0.0002729222,1.7669732e-05,No Major Risk Factor,정상 모니터링
9028,M23887,M,297.4,308.3,1444,44.0,18,0,0.0009012926,0.09012926,Low,Normal,0.0002437738,2.0099616e-05,2.6602134e-05,0.0002437738,1.7669732e-05,No Major Risk Factor,정상 모니터링
9029,L56208,L,297.4,308.3,1395,48.7,21,0,0.00092057674,0.092057675,Low,Normal,0.000112339025,2.4348188e-05,4.5102406e-05,0.000112339025,2.042361e-05,No Major Risk Factor,정상 모니터링
9030,L56209,L,297.4,308.3,1483,38.8,23,0,0.0011355262,0.11355262,Low,Normal,0.00020327284,0.00020327284,3.3697062e-05,0.00011465239,2.2070013e-05,No Major Risk Factor,정상 모니터링
9031,M23890,M,297.5,308.4,1403,44.3,25,0,0.0014198599,0.141986,Low,Normal,0.00021713888,1.7889817e-05,2.8788156e-05,0.00021713888,1.7669732e-05,No Major Risk Factor,정상 모니터링
9032,H38445,H,297.5,308.4,1793,23.9,28,0,0.00043516673,0.043516673,Low,Normal,0.000114003604,6.741767e-05,3.4189303e-05,0.000114003604,1.7669732e-05,High RPM,정상 모니터링
9033,L56212,L,297.4,308.3,1723,28.8,33,0,0.0003500052,0.035000518,Low,Normal,0.00012463138,0.00010888372,3.3697062e-05,0.00012463138,2.2070013e-05,High RPM,정상 모니터링
9034,L56213,L,297.4,308.2,1386,41.0,35,0,0.00092546473,0.09254647,Low,Normal,0.0002134129,0.0002134129,3.031215e-05,0.00012457826,2.033144e-05,No Major Risk Factor,정상 모니터링
9035,H38448,H,297.4,308.2,1585,46.2,37,0,0.00021838653,0.021838654,Low,Normal,0.00012565931,1.0101879e-05,3.3571137e-05,0.00012565931,2.2379472e-05,No Major Risk Factor,정상 모니터링
9036,M23895,M,297.3,308.1,1731,27.7,42,0,0.00038348787,0.038348787,Low,Normal,0.00017570468,0.00010080432,3.1336847e-05,0.00017570468,1.7669732e-05,High RPM,정상 모니터링
9037,L56216,L,297.3,308.3,1519,37.7,45,0,0.0011005584,0.11005584,Low,Normal,0.000121725956,8.380107e-05,3.031215e-05,0.000121725956,2.2070013e-05,No Major Risk Factor,정상 모니터링
9038,L56217,L,297.3,308.2,1896,24.4,47,0,0.001093805,0.1093805,Low,Normal,0.00055524067,0.00055524067,3.031215e-05,8.815139e-05,2.2070013e-05,High RPM,정상 모니터링
9039,L56218,L,297.3,308.3,2358,14.9,49,0,0.01213608,1.213608,Low,Normal,0.0005311617,0.0005311617,3.031215e-05,0.00011095323,2.2070013e-05,High RPM,정상 모니터링
9040,M23899,M,297.3,308.3,1341,51.9,51,0,0.0006973998,0.069739975,Low,Normal,0.00019559021,2.771111e-05,0.00019559021,0.00013547,1.9298644e-05,No Major Risk Factor,정상 모니터링
9041,L56220,L,297.3,308.3,1550,37.0,54,0,0.00074060867,0.074060865,Low,Normal,0.00011280727,6.595572e-05,2.759913e-05,0.00011280727,2.2070013e-05,No Major Risk Factor,정상 모니터링
9042,L56221,L,297.3,308.3,1309,61.5,56,0,0.0062839147,0.62839144,Low,Normal,0.00040460858,3.517072e-05,0.00040460858,6.887792e-05,0.00014009753,High Torque,정상 모니터링
9043,M23902,M,297.3,308.4,1599,32.9,58,0,0.000107348744,0.010734875,Low,Normal,0.0003296313,0.00010392712,2.8532115e-05,0.0003296313,1.7669732e-05,No Major Risk Factor,정상 모니터링
9044,L56223,L,297.4,308.4,1343,40.0,61,0,0.0014064494,0.14064494,Low,Normal,0.00014919257,0.00013785035,0.00014919257,7.911126e-05,2.0454152e-05,No Major Risk Factor,정상 모니터링
9045,L56224,L,297.4,308.4,1378,39.9,63,0,0.0011418582,0.11418582,Low,Normal,0.00014197787,0.00013322564,0.00014197787,8.3144696e-05,2.0693717e-05,No Major Risk Factor,정상 모니터링
9046,L56225,L,297.4,308.4,1603,34.6,65,0,0.00024012191,0.024012191,Low,Normal,0.00010229692,9.4846044e-05,2.6815735e-05,0.00010229692,2.2070013e-05,No Major Risk Factor,정상 모니터링
9047,L56226,L,297.4,308.4,1664,28.1,67,0,0.0013012679,0.13012679,Low,Normal,0.0001790925,0.00015437294,2.759913e-05,0.0001790925,2.2070013e-05,No Major Risk Factor,정상 모니터링
9048,L56227,L,297.3,308.4,1488,37.4,69,0,0.00021173651,0.02117365,Low,Normal,8.528573e-05,6.220626e-05,2.6815735e-05,8.528573e-05,2.2070013e-05,No Major Risk Factor,정상 모니터링
9049,M23908,M,297.3,308.4,1370,50.5,71,0,0.00056417467,0.056417465,Low,Normal,0.0003661526,3.039914e-05,0.0003661526,0.000100003905,1.8565304e-05,No Major Risk Factor,정상 모니터링
9050,L56229,L,297.3,308.5,1545,34.3,74,0,0.0001216568,0.01216568,Low,Normal,0.00012848401,0.00012848401,2.6815735e-05,8.845934e-05,2.2070013e-05,No Major Risk Factor,정상 모니터링
9051,M23910,M,297.4,308.5,1566,31.4,76,0,9.9707584e-05,0.009970758,Low,Normal,0.0002261403,0.000102840735,2.8532115e-05,0.0002261403,1.7669732e-05,No Major Risk Factor,정상 모니터링
9052,L56231,L,297.4,308.6,1820,24.6,79,0,0.00045804298,0.0458043,Low,Normal,0.0002041681,0.0002041681,2.7916409e-05,0.00018494691,2.2070013e-05,High RPM,정상 모니터링
9053,M23912,M,297.4,308.6,1901,22.1,81,0,0.0007109173,0.07109173,Low,Normal,0.00033443383,0.00030492042,2.974309e-05,0.00033443383,1.7669732e-05,High RPM,정상 모니터링
9054,M23913,M,297.4,308.5,1638,32.2,84,0,9.3444854e-05,0.009344486,Low,Normal,0.0002261403,6.665236e-05,2.974309e-05,0.0002261403,1.7669732e-05,No Major Risk Factor,정상 모니터링
9055,M23914,M,297.3,308.4,1521,38.2,87,0,0.0004245091,0.042450912,Low,Normal,0.00024719848,6.6972454e-05,2.974309e-05,0.00024719848,1.7669732e-05,No Major Risk Factor,정상 모니터링
9056,H38469,H,297.3,308.4,1864,23.1,90,0,0.0010933726,0.109337255,Low,Normal,0.00056390534,0.00021394975,2.8162789e-05,0.00056390534,1.7669732e-05,High RPM,정상 모니터링
9057,L56236,L,297.3,308.3,1430,41.9,95,0,0.002055476,0.2055476,Low,Normal,0.00017827164,9.740366e-05,2.4627509e-05,0.00017827164,2.2070013e-05,No Major Risk Factor,정상 모니터링
9058,M23917,M,297.3,308.4,1686,34.5,97,0,0.00024384796,0.024384797,Low,Normal,0.0003006479,8.083001e-05,2.8695646e-05,0.0003006479,1.7669732e-05,No Major Risk Factor,정상 모니터링
9059,M23918,M,297.2,308.3,1326,57.2,100,0,0.0011170789,0.111707896,Low,Normal,0.0005042047,3.8368704e-05,0.0004174966,0.0005042047,4.509303e-05,High Torque,정상 모니터링
9060,L56239,L,297.2,308.3,1805,25.6,103,0,0.00084267557,0.08426756,Low,Normal,0.00033485558,0.0002378538,2.6168796e-05,0.00033485558,2.2070013e-05,High RPM,정상 모니터링
9061,H38474,H,297.2,308.3,1453,45.8,105,0,0.0017179095,0.17179094,Low,Normal,0.00020662806,2.0406145e-05,4.0986444e-05,0.00020662806,1.7669732e-05,No Major Risk Factor,정상 모니터링
9062,M23921,M,297.2,308.4,1863,26.0,110,0,0.00036988253,0.036988255,Low,Normal,0.00029204783,0.00014096359,2.9315395e-05,0.00029204783,1.7669732e-05,High RPM,정상 모니터링
9063,L56242,L,297.2,308.3,1576,35.3,113,0,0.00029889622,0.029889623,Low,Normal,0.0001694925,0.00014123751,2.6733975e-05,0.0001694925,2.2070013e-05,No Major Risk Factor,정상 모니터링
9064,L56243,L,297.2,308.3,1419,39.7,115,0,0.001141196,0.1141196,Low,Normal,0.00016719043,0.00014371314,2.6733975e-05,0.00016719043,2.2070013e-05,No Major Risk Factor,정상 모니터링
9065,L56244,L,297.2,308.4,1833,25.2,117,0,0.00052821095,0.052821096,Low,Normal,0.00017057602,0.0001474464,2.6733975e-05,0.00017057602,2.2070013e-05,High RPM,정상 모니터링
9066,H38479,H,297.2,308.4,2182,17.3,119,0,0.0007160839,0.071608394,Low,Normal,0.0010869462,0.00055740465,2.8771028e-05,0.0010869462,1.7669732e-05,High RPM,정상 모니터링
9067,L56246,L,297.2,308.3,1656,30.3,124,0,0.0002590362,0.02590362,Low,Normal,0.00016651633,0.00016651633,2.6733975e-05,0.00013747034,2.2070013e-05,No Major Risk Factor,정상 모니터링
9068,L56247,L,297.1,308.2,1351,56.6,126,0,0.0012946634,0.12946634,Low,Normal,0.00013199024,3.2519747e-05,8.765525e-05,0.00013199024,8.0622856e-05,High Torque,정상 모니터링
9069,H38482,H,297.1,308.2,1790,30.3,128,0,0.0003249333,0.03249333,Low,Normal,0.00014009446,0.00010472817,2.7784672e-05,0.00014009446,1.7669732e-05,High RPM,정상 모니터링
9070,M23929,M,297.2,308.2,1678,28.1,133,0,0.0008207185,0.08207185,Low,Normal,0.00022136614,0.00014082977,2.8310378e-05,0.00022136614,1.7669732e-05,No Major Risk Factor,정상 모니터링
9071,L56250,L,297.1,308.2,1427,45.2,136,0,0.0010524231,0.10524231,Low,Normal,0.00018962646,2.270089e-05,2.088653e-05,0.00018962646,2.2070013e-05,No Major Risk Factor,정상 모니터링
9072,L56251,L,297.0,308.1,1429,54.0,138,0,0.00046406905,0.046406906,Low,Normal,0.00010361799,2.4283283e-05,2.9267603e-05,0.00010361799,7.451514e-05,High Torque,정상 모니터링
9073,H38486,H,297.2,308.1,1770,27.2,140,0,0.0009262096,0.09262096,Low,Normal,0.00010922148,0.00010922148,2.7784672e-05,7.194865e-05,1.7669732e-05,High RPM,정상 모니터링
9074,L56253,L,297.2,308.1,1689,31.2,145,0,0.001018942,0.1018942,Low,Normal,0.00015389074,0.00015389074,2.5817453e-05,4.844889e-05,2.2070013e-05,No Major Risk Factor,정상 모니터링
9075,M23934,M,297.2,308.1,1554,41.3,147,0,0.00067728525,0.06772853,Low,Normal,0.0001549246,3.300542e-05,2.2903336e-05,0.0001549246,1.7669732e-05,No Major Risk Factor,정상 모니터링
9076,L56255,L,297.3,308.1,1506,36.0,150,0,0.00074993045,0.074993044,Low,Normal,0.00036818103,0.00036818103,2.6827984e-05,6.804969e-05,2.1970412e-05,No Major Risk Factor,정상 모니터링
9077,L56256,L,297.2,308.1,1474,44.3,152,0,0.0009023181,0.09023181,Low,Normal,6.673364e-05,6.673364e-05,2.369308e-05,6.3750726e-05,2.2070013e-05,No Major Risk Factor,정상 모니터링
9078,L56257,L,297.3,308.1,1762,26.1,154,0,0.0019201284,0.19201283,Low,Normal,0.00040344946,0.00040344946,2.3787352e-05,3.380721e-05,2.1970412e-05,High RPM,정상 모니터링
9079,L56258,L,297.3,308.1,1566,35.7,156,0,0.000755618,0.0755618,Low,Normal,0.00078357547,0.00078357547,2.4718427e-05,5.79645e-05,2.1970412e-05,No Major Risk Factor,정상 모니터링
9080,H38493,H,297.3,308.1,1554,42.4,158,0,0.0005346149,0.05346149,Low,Normal,7.255074e-05,4.858417e-05,3.1137854e-05,7.255074e-05,1.7669732e-05,No Major Risk Factor,정상 모니터링
9081,L56260,L,297.2,308.0,1869,25.4,163,0,0.0016591065,0.16591065,Low,Normal,0.0021284798,0.0021284798,2.3787352e-05,5.427161e-05,2.1970412e-05,High RPM,정상 모니터링
9082,L56261,L,297.3,308.0,1527,35.1,165,0,0.00048526452,0.04852645,Low,Normal,0.0008381882,0.0008381882,2.581627e-05,8.368424e-05,2.1970412e-05,No Major Risk Factor,정상 모니터링
9083,L56262,L,297.2,307.9,1309,49.6,167,0,0.0006377207,0.06377207,Low,Normal,0.00022884898,9.194557e-05,0.00022884898,5.9707785e-05,3.4600682e-05,No Major Risk Factor,정상 모니터링
9084,M23943,M,297.2,307.9,1541,35.7,169,0,0.0008305724,0.08305724,Low,Normal,0.0004343714,0.0004343714,2.8309083e-05,0.00025188804,1.7669732e-05,No Major Risk Factor,정상 모니터링
9085,L56264,L,297.2,307.9,1326,75.4,172,1,0.99970955,99.970955,Critical,PWF,0.9998466,0.00056052586,0.00028533698,0.9998466,0.9997522,High Torque,즉시 점검: RPM / Torque / Power
9086,H38499,H,297.1,307.9,1365,54.0,174,0,0.001993017,0.1993017,Low,Normal,0.00032475367,0.0001812419,0.00023089143,0.00032475367,0.00011725429,High Torque,정상 모니터링
9087,L56266,L,297.1,307.8,1428,43.7,179,0,0.0014716184,0.14716184,Low,Normal,0.00049926277,8.1234604e-05,2.2007907e-05,0.00049926277,2.1970412e-05,No Major Risk Factor,정상 모니터링
9088,L56267,L,297.1,307.8,1681,27.6,181,0,0.0033136946,0.33136946,Low,Normal,0.0004855206,0.00025465025,2.1171638e-05,0.0004855206,2.1970412e-05,No Major Risk Factor,정상 모니터링
9089,M23948,M,297.1,307.9,1662,26.9,183,0,0.0023082143,0.23082143,Low,Normal,0.000745911,0.0005220302,2.472859e-05,0.000745911,1.8798122e-05,No Major Risk Factor,정상 모니터링
9090,L56269,L,297.2,307.9,1989,20.3,186,0,0.003750046,0.3750046,Low,Normal,0.00029455806,0.00029455806,2.2551056e-05,0.00026853968,2.3427172e-05,High RPM,정상 모니터링
9091,M23950,M,297.2,307.9,1747,29.0,188,0,0.0010884011,0.10884011,Low,Normal,0.000833787,0.0001258418,2.5696503e-05,0.000833787,1.918537e-05,High RPM,정상 모니터링
9092,M23951,M,297.2,308.0,1765,31.1,191,0,0.00037669498,0.0376695,Low,Normal,0.0006215353,0.00016195668,2.6837786e-05,0.0006215353,1.9371424e-05,High RPM,정상 모니터링
9093,L56272,L,297.3,308.1,1568,34.4,194,0,0.0012291401,0.12291401,Low,Normal,0.0012915868,0.0012915868,2.7101278e-05,0.00019731723,2.414165e-05,No Major Risk Factor,정상 모니터링
9094,M23953,M,297.3,308.1,1709,30.6,196,0,0.000710453,0.0710453,Low,Normal,0.00037837808,0.00028090482,2.6837786e-05,0.00037837808,1.9371424e-05,High Tool Wear,정상 모니터링
9095,M23954,M,297.3,308.1,1370,58.8,199,0,0.09995601,9.995602,Low,Normal,0.037135974,0.009177463,0.00016567789,0.00035683965,0.037135974,High Tool Wear / High Torque + High Tool Wear,정상 모니터링
9096,L56275,L,297.3,308.1,1458,45.7,202,0,0.0013420461,0.13420461,Low,Normal,0.0018560658,0.0018560658,3.3624518e-05,0.00019395538,3.9884104e-05,High Tool Wear,정상 모니터링
9097,L56276,L,297.2,308.1,1712,30.9,204,0,0.021931395,2.1931396,Low,Normal,0.050416537,0.050416537,3.0120726e-05,0.00019810296,3.0754123e-05,High Tool Wear,정상 모니터링
9098,L56277,L,297.3,308.1,1642,36.9,206,0,0.09079184,9.079184,Low,Normal,0.23416586,0.23416586,2.675703e-05,0.00018832783,4.938218e-05,High Tool Wear,정상 모니터링
9099,L56278,L,297.3,308.1,1468,49.8,0,0,0.00040266407,0.040266406,Low,Normal,0.00027168018,1.125483e-05,3.7606525e-05,0.00027168018,2.397003e-05,No Major Risk Factor,정상 모니터링
9100,H38513,H,297.3,308.1,1477,52.3,2,0,0.0004940096,0.04940096,Low,Normal,0.0002533314,1.3384954e-05,3.50767e-05,0.0002533314,4.8481514e-05,High Torque,정상 모니터링
9101,L56280,L,297.3,308.2,1446,53.5,7,0,0.00063935254,0.06393526,Low,Normal,0.00016126338,1.5612935e-05,4.4132088e-05,0.00016126338,7.038651e-05,High Torque,정상 모니터링
9102,H38515,H,297.3,308.2,1653,31.4,9,0,0.00023974423,0.023974422,Low,Normal,0.00015102523,8.798125e-05,3.4189303e-05,0.00015102523,1.7669732e-05,No Major Risk Factor,정상 모니터링
9103,L56282,L,297.3,308.3,1494,38.2,14,0,0.00055396196,0.055396196,Low,Normal,0.00013458483,0.00012686205,3.3697062e-05,0.00013458483,2.2070013e-05,No Major Risk Factor,정상 모니터링
9104,L56283,L,297.3,308.2,1490,41.0,16,0,0.0006226906,0.062269058,Low,Normal,0.00013183527,4.2990097e-05,2.7846796e-05,0.00013183527,2.2070013e-05,No Major Risk Factor,정상 모니터링
9105,M23964,M,297.4,308.3,1550,47.8,18,0,0.00021767597,0.021767598,Low,Normal,0.00024974084,1.2187038e-05,3.0448087e-05,0.00024974084,2.7272732e-05,No Major Risk Factor,정상 모니터링
9106,M23965,M,297.3,308.2,1677,34.9,21,0,0.00039958072,0.03995807,Low,Normal,0.00020789795,0.00011919134,3.4836183e-05,0.00020789795,1.7669732e-05,No Major Risk Factor,정상 모니터링
9107,L56286,L,297.4,308.3,1854,21.8,24,0,0.001231336,0.1231336,Low,Normal,0.000113322625,0.000113322625,3.3697062e-05,9.6529686e-05,2.2070013e-05,High RPM,정상 모니터링
9108,M23967,M,297.5,308.5,1662,30.3,26,0,0.00033046005,0.033046007,Low,Normal,0.00028690032,9.315472e-05,3.4836183e-05,0.00028690032,1.7669732e-05,No Major Risk Factor,정상 모니터링
9109,M23968,M,297.5,308.6,1440,38.8,29,0,0.00087361736,0.08736174,Low,Normal,0.00024475614,0.00017074282,3.4836183e-05,0.00024475614,1.7669732e-05,No Major Risk Factor,정상 모니터링
9110,L56289,L,297.5,308.6,1513,39.7,32,0,0.00036994,0.036994003,Low,Normal,0.00012756867,7.6301076e-05,2.7846796e-05,0.00012756867,2.2070013e-05,No Major Risk Factor,정상 모니터링
9111,M23970,M,297.6,308.6,1389,49.0,34,0,0.00093959965,0.093959965,Low,Normal,0.00024756405,2.6716822e-05,3.9864906e-05,0.00024756405,1.7200706e-05,No Major Risk Factor,정상 모니터링
9112,L56291,L,297.6,308.6,1351,51.0,37,0,0.0010756447,0.10756447,Low,Normal,0.00019092292,1.4916045e-05,0.00019092292,0.00012463232,2.3325807e-05,No Major Risk Factor,정상 모니터링
9113,M23972,M,297.6,308.6,1482,38.3,39,0,0.00044156387,0.044156387,Low,Normal,0.0002663407,6.6111126e-05,3.1336847e-05,0.0002663407,1.7669732e-05,No Major Risk Factor,정상 모니터링
9114,L56293,L,297.6,308.6,1744,28.5,42,0,0.00037849028,0.037849028,Low,Normal,0.00013260712,8.2127306e-05,3.031215e-05,0.00013260712,2.2070013e-05,High RPM,정상 모니터링
9115,L56294,L,297.6,308.7,1476,39.0,44,0,0.0005751599,0.05751599,Low,Normal,0.00011974247,7.811796e-05,2.759913e-05,0.00011974247,2.2070013e-05,No Major Risk Factor,정상 모니터링
9116,M23975,M,297.6,308.6,1444,48.2,46,0,0.0027288937,0.27288938,Low,Normal,0.00015955948,1.0083736e-05,2.737861e-05,0.00015955948,1.7713699e-05,No Major Risk Factor,정상 모니터링
9117,H38530,H,297.6,308.7,1659,32.1,49,0,0.000198754,0.0198754,Low,Normal,0.00011690697,7.549445e-05,3.075494e-05,0.00011690697,1.7669732e-05,No Major Risk Factor,정상 모니터링
